fname,lname,age,exercise,hours,grade,address,hours_normalizada,gender_male
Cassidy,Navarro,19,5,11,75.7,"744 NW. Shady St. , Lindenhurst, NY 11757",0.55,0
Violet,Conley,16,1,12,73.7,"823 Buckingham Drive , Palm Coast, FL 32137",0.6000000000000001,0
Bo,Fletcher,18,2,4,77.0,"211 Franklin Drive , Anoka, MN 55303",0.2,0
Malcolm,Peck,19,4,10,82.6,"7905 Vernon Rd. , Valrico, FL 33594",0.5,1
Kato,Mercado,17,5,8,78.6,"732 Argyle Rd. , Sidney, OH 45365",0.4,1
Acton,Edwards,18,4,7,70.8,"8148B Paris Hill Road , Wooster, OH 44691",0.35000000000000003,1
Porter,White,17,2,13,77.9,"3 Depot Road , East Elmhurst, NY 11369",0.65,1
Lucy,Jennings,19,3,9,73.9,"Paramus, NJ 07652, 115 Sheffield Street ",0.45,0
Rama,Cameron,16,1,9,85.7,"996 Virginia Street , Coventry, RI 02816",0.45,0
Abbot,Daugherty,17,1,9,82.3,"27 Bridge Court , Albany, NY 12203",0.45,1
Colette,Rojas,19,4,6,73.3,"Commack, NY 11725, 9597 NW. Oak Meadow St. ",0.30000000000000004,0
Athena,Acevedo,15,4,12,90.0,"Beckley, WV 25801, 53 Squaw Creek Road ",0.6000000000000001,0
Ferris,Wade,18,2,7,70.4,"7850 E. Grove Court , Klamath Falls, OR 97603",0.35000000000000003,1
Tamara,Branch,16,4,17,92.3,"13 Cardinal St. , Cranston, RI 02920",0.8500000000000001,0
Rinah,Jacobson,19,1,7,80.8,"Lake Mary, FL 32746, 437 North Highland St. ",0.35000000000000003,0
Tyler,Leon,18,4,15,94.2,"9311 Richardson St. , Front Royal, VA 22630",0.75,1
Fredericka,White,17,2,10,88.3,"Oak Park, MI 48237, 41 Hillside Drive ",0.5,0
Kevin,Smith,16,5,20,100.0,"956 Brookside Street , Dawsonville, GA 30534",1.0,1
Hayes,Wilkinson,19,5,3,76.0,"Lynchburg, VA 24502, 30 William Street ",0.15000000000000002,1
Kevin,Hewitt,18,4,13,96.1,"933 Wall Ave. , Buffalo Grove, IL 60089",0.65,1
Ciara,Atkins,14,1,9,69.0,"King Of Prussia, PA 19406, 346 Thatcher St. ",0.45,0
Merrill,Vance,18,2,13,80.9,"906 West Hartford Dr. , Lutherville Timonium, MD 21093",0.65,1
Scott,Trujillo,17,5,13,90.3,"7539 Purple Finch St. , Lorton, VA 22079",0.65,1
Noah,Mckay,19,5,8,74.8,"Loganville, GA 30052, 3 Old York St. ",0.4,1
Nathan,Serrano,16,1,18,90.3,"52 Walt Whitman Lane , Toms River, NJ 08753",0.9,1
Gwendolyn,Pratt,19,3,14,82.7,"Menomonee Falls, WI 53051, 7335 8th Drive ",0.7000000000000001,0
Lavinia,Gaines,15,1,5,64.2,"66 Winchester Street , Oshkosh, WI 54901",0.25,0
Hedley,Patrick,19,0,14,94.5,"Norman, OK 73072, 7551 Mill Pond Ave. ",0.7000000000000001,1
Abel,Stephens,18,4,2,68.2,"286 Hill Field Ave. , Huntsville, AL 35803",0.1,1
Addison,Barron,15,2,11,76.0,"8175 Oklahoma Street , Fairfield, CT 06824",0.55,1
Dora,Hewitt,19,2,3,65.4,"142 Philmont Drive , Sioux Falls, SD 57103",0.15000000000000002,0
Riley,Morris,16,5,18,100.0,"Lincoln, NE 68506, 8957 Fawn Lane ",0.9,0
Naida,Davidson,14,3,13,90.8,"205 Catherine Court , Franklin, MA 02038",0.65,0
Garth,Myers,15,3,15,90.6,"North Bergen, NJ 07047, 8854 Smith Rd. ",0.75,1
Philip,Burgess,17,1,13,77.4,"Ponte Vedra Beach, FL 32082, 8793 Argyle Drive ",0.65,1
Alec,Whitfield,18,1,9,70.3,"9630 Sleepy Hollow St. , Starkville, MS 39759",0.45,1
Aretha,Whitley,15,1,10,82.2,"Hoffman Estates, IL 60169, 7289 Glenridge St. ",0.5,0
Lysandra,Noble,15,4,13,79.2,"75 Sycamore St. , Grand Blanc, MI 48439",0.65,0
Kirestin,Murphy,15,3,15,95.9,"7364 Orange St. , Bemidji, MN 56601",0.75,0
Rebekah,Wiley,17,5,12,79.5,"Cape Coral, FL 33904, 958 Mayfair St. ",0.6000000000000001,0
Samson,Francis,19,1,12,81.9,"Danvers, MA 01923, 81 Aspen St. ",0.6000000000000001,1
Mira,Branch,17,2,15,91.8,"Morrisville, PA 19067, 35 Smith Store Street ",0.75,0
Branden,Holcomb,15,4,11,84.4,"810 Lees Creek Lane , Portland, ME 04103",0.55,1
Kasper,Melendez,19,4,9,73.8,"94 S. Kingston St. , Glasgow, KY 42141",0.45,1
Chester,Buck,18,3,7,79.3,"222 Kingston Dr. , Lynchburg, VA 24502",0.35000000000000003,1
Amir,Ross,16,2,5,77.6,"268 Foxrun Street , Mentor, OH 44060",0.25,1
Elijah,Hahn,18,4,11,84.6,"Starkville, MS 39759, 24 River Street ",0.55,1
Adena,Griffin,17,5,12,80.2,"196 Myers Dr. , Southington, CT 06489",0.6000000000000001,0
Sandra,Wilder,16,2,15,97.5,"Hammonton, NJ 08037, 8660 Old Bishop Street ",0.75,0
Dennis,Garrett,15,3,9,76.3,"107C Fairground Ave. , Valdosta, GA 31601",0.45,1
Brenden,Slater,16,1,14,89.7,"9965 W. Iroquois Ave. , Nottingham, MD 21236",0.7000000000000001,1
Cadman,Ballard,14,3,11,86.8,"Paramus, NJ 07652, 8358 North Windfall St. ",0.55,1
Noel,Ellis,18,1,11,77.0,"Danville, VA 24540, 729 South Third St. ",0.55,0
Paula,Mcbride,17,5,6,69.2,"Hartsville, SC 29550, 932 Orange Ave. ",0.30000000000000004,0
Coby,Gibson,16,5,13,79.2,"179 N. Court St. , Superior, WI 54880",0.65,1
Cally,Pearson,17,1,11,88.2,"7872 Cedar Swamp St. , Lorain, OH 44052",0.55,0
Slade,Mooney,18,2,3,68.0,"Oakland, CA 94603, 7673 East Livingston Ave. ",0.15000000000000002,1
Beau,Olson,15,1,12,75.0,"9123 Warren Ave. , Ypsilanti, MI 48197",0.6000000000000001,1
Zane,Rodgers,14,3,14,83.0,"860 Arnold Ave. , Winter Springs, FL 32708",0.7000000000000001,1
Zephr,Simmons,14,4,6,67.0,"51 Wayne Court , South Richmond Hill, NY 11419",0.30000000000000004,0
Craig,Moses,19,4,19,100.0,"19 Front Dr. , Prior Lake, MN 55372",0.9500000000000001,1
Tanek,Stephens,15,1,4,60.5,"9780 Essex Street , North Bergen, NJ 07047",0.2,1
Jaquelyn,Gutierrez,14,3,10,87.1,"9573 Hill Field Ave. , Franklin, MA 02038",0.5,0
Lucas,Buchanan,15,3,8,83.8,"15 NE. Olive Dr. , Ocean Springs, MS 39564",0.4,1
Courtney,Preston,15,4,13,96.1,"9008 New Saddle Ave. , Middle Village, NY 11379",0.65,0
Marny,Sandoval,17,2,8,76.4,"90 Green Hill Street , Newburgh, NY 12550",0.4,0
Zelda,Casey,14,2,10,89.2,"40 Sleepy Hollow St. , West Babylon, NY 11704",0.5,0
Steven,Turner,18,5,6,76.4,"427 W. Race Lane , Winchester, VA 22601",0.30000000000000004,1
Alma,Davis,16,3,7,72.8,"85 Newcastle Ave. , Rego Park, NY 11374",0.35000000000000003,0
Cameran,Potts,16,1,13,82.4,"8188 Center Street , Zeeland, MI 49464",0.65,0
Caleb,Mcmahon,15,3,12,93.3,"Champlin, MN 55316, 9 West Surrey Rd. ",0.6000000000000001,1
Conan,Meadows,19,3,16,86.2,"Fairfax, VA 22030, 141 Carpenter Ave. ",0.8,1
Audrey,Pruitt,17,4,8,69.3,"Torrance, CA 90505, 26 York Ave. ",0.4,0
Astra,Bean,18,5,7,68.2,"988 Devon Court , Camden, NJ 08105",0.35000000000000003,0
Dara,Giles,15,4,17,88.4,"184 Broad Ave. , Montgomery, AL 36109",0.8500000000000001,0
Sharon,Hart,19,2,14,96.3,"578 Silver Spear St. , Elyria, OH 44035",0.7000000000000001,0
Paul,Atkins,19,1,17,97.9,"76 Warren Road , Cleveland, TN 37312",0.8500000000000001,1
Wendy,Armstrong,14,5,11,88.1,"8432 Victoria Circle , Loxahatchee, FL 33470",0.55,0
Charles,Gray,14,3,7,79.1,"958 Addison Road , Nottingham, MD 21236",0.35000000000000003,1
Chancellor,Puckett,19,2,12,91.1,"789 Cherry Ave. , Newburgh, NY 12550",0.6000000000000001,1
Carter,Cross,14,4,12,92.4,"Bridgeton, NJ 08302, 8317 West Pumpkin Hill Road ",0.6000000000000001,1
Stephanie,Douglas,18,4,18,100.0,"983 Wentworth Ave. , Winder, GA 30680",0.9,0
Lesley,Valentine,19,2,13,94.8,"5 Fulton Dr. , Akron, OH 44312",0.65,0
Mufutau,Beck,18,5,12,82.9,"9727 Lakeview Street , Odenton, MD 21113",0.6000000000000001,1
Talon,Watkins,17,5,7,71.2,"39 Fieldstone Court , Newington, CT 06111",0.35000000000000003,1
Ignacia,Prince,17,2,11,86.1,"Mount Juliet, TN 37122, 89 Hillside Street ",0.55,0
Seth,Cannon,16,1,19,100.0,"Gibsonia, PA 15044, 2 Airport Lane ",0.9500000000000001,1
Flavia,Lane,15,4,12,77.0,"204 Bow Ridge St. , Chattanooga, TN 37421",0.6000000000000001,0
Kenyon,Acosta,16,1,16,93.1,"52 Cedar Drive , Middletown, CT 06457",0.8,1
Inga,Ellison,19,5,13,93.9,"Titusville, FL 32780, 9061 Sleepy Hollow St. ",0.65,0
Lyle,Higgins,16,2,11,89.7,"76 Newport Street , North Olmsted, OH 44070",0.55,1
Carson,Mack,16,5,19,94.9,"7 Valley Farms Rd. , Jonesborough, TN 37659",0.9500000000000001,1
Ava,Pope,16,3,17,93.0,"527 East Prairie St. , Canyon Country, CA 91387",0.8500000000000001,0
Wang,Sellers,15,4,13,77.3,"8190 Princeton Drive , Casselberry, FL 32707",0.65,1
Steven,Graham,19,4,17,95.1,"7285 Arlington Drive , Windsor Mill, MD 21244",0.8500000000000001,1
Lee,Barber,15,2,2,62.3,"120 South Glen Ridge Street , Mechanicsburg, PA 17050",0.1,1
Latifah,Higgins,17,4,9,78.6,"Salt Lake City, UT 84119, 7935 Clark St. ",0.45,0
Gavin,Bryan,18,3,13,80.1,"9474 Broad Dr. , Cumberland, RI 02864",0.65,1
Indira,Briggs,17,4,9,72.3,"Xenia, OH 45385, 9514 Logan Ave. ",0.45,0
Ori,Massey,16,3,11,89.5,"Springfield Gardens, NY 11413, 3 Mayfield Avenue ",0.55,0
Mona,Gilliam,17,0,11,89.5,"9525 Country Club St. , Longview, TX 75604",0.55,0
Brett,Hopper,19,2,13,92.3,"8392 Devonshire Ave. , Pasadena, MD 21122",0.65,1
Francesca,Ratliff,14,1,13,79.2,"7729 South Buttonwood Ave. , Danvers, MA 01923",0.65,0
Phyllis,Woods,17,4,7,71.9,"623 S. Pin Oak Street , Macon, GA 31204",0.35000000000000003,0
Dora,Scott,19,4,7,80.1,"Prattville, AL 36067, 67 Ann Court ",0.35000000000000003,0
Bo,Thompson,17,2,13,94.6,"37 Big Rock Cove Avenue , Park Forest, IL 60466",0.65,0
Sonia,Mccall,16,5,17,100.0,"42 Campfire Lane , Fairborn, OH 45324",0.8500000000000001,0
Petra,Burton,18,5,7,81.2,"864 Trenton Court , Asbury Park, NJ 07712",0.35000000000000003,0
Karina,Chase,15,2,11,88.9,"Farmington, MI 48331, 41 Edgemont St. ",0.55,0
Brielle,Sharpe,17,4,16,95.9,"43 Oakland St. , Beachwood, OH 44122",0.8,0
Tamekah,Skinner,17,4,11,85.4,"9412 Westport Dr. , Huntley, IL 60142",0.55,0
Kyra,Conley,14,1,6,70.8,"113 Race Ave. , Owatonna, MN 55060",0.30000000000000004,0
Nichole,Blake,14,3,6,70.4,"3 W. Glenwood Dr. , Severna Park, MD 21146",0.30000000000000004,0
Joseph,Nielsen,17,1,16,89.2,"416 Lantern Court , Saint Albans, NY 11412",0.8,1
Cheryl,Henderson,15,3,14,88.9,"7653 Franklin Road , Bellmore, NY 11710",0.7000000000000001,0
Eugenia,Barton,15,2,8,68.1,"Ladson, SC 29456, 4 East Ave. ",0.4,0
Scarlet,Woods,17,2,7,76.5,"8641 North Trout Drive , Vista, CA 92083",0.35000000000000003,0
Daryl,Harper,16,1,10,88.0,"730 South Golden Star Street , Euless, TX 76039",0.5,0
Ebony,Salinas,19,5,5,81.6,"558 West Border Circle , Apple Valley, CA 92307",0.25,0
Harper,Kelly,16,5,5,67.6,"905 Glenridge Lane , Mundelein, IL 60060",0.25,1
Cadman,Cardenas,17,4,10,84.7,"7639 South Manhattan Ave. , Andover, MA 01810",0.5,1
Briar,Harper,16,4,15,87.9,"8691 E. Border Dr. , Jupiter, FL 33458",0.75,0
Martena,Hogan,15,3,10,82.2,"8835 Cemetery St. , Deland, FL 32720",0.5,0
Elaine,Ramos,14,4,11,84.9,"54 Lawrence Court , New Milford, CT 06776",0.55,0
Chantale,Bass,15,5,9,90.5,"Fort Myers, FL 33905, 7204 Trenton Lane ",0.45,0
Dexter,Bell,19,3,10,69.9,"53 Alderwood Street , Land O Lakes, FL 34639",0.5,1
Aurelia,Carson,19,4,12,81.3,"Gettysburg, PA 17325, 158 Paris Hill Drive ",0.6000000000000001,0
William,Evans,17,1,6,75.7,"997 Harrison Dr. , Derby, KS 67037",0.30000000000000004,1
Hiram,Valentine,18,3,17,93.1,"Omaha, NE 68107, 84 East Grandrose Lane ",0.8500000000000001,1
Lisandra,Haynes,16,5,18,97.4,"Fort Washington, MD 20744, 842 Glen Creek St. ",0.9,0
Rogan,Cole,19,4,9,83.4,"73 Sussex Drive , La Vergne, TN 37086",0.45,1
Wendy,Hawkins,15,4,4,69.5,"7907 Magnolia St. , Buford, GA 30518",0.2,0
Rose,Lloyd,14,2,7,69.1,"334 Virginia Drive , East Brunswick, NJ 08816",0.35000000000000003,0
Hedy,Michael,15,5,7,81.3,"Central Islip, NY 11722, 810 Charles Drive ",0.35000000000000003,0
Zahir,Ward,18,1,13,86.0,"Circle Pines, MN 55014, 8735 North High Noon Lane ",0.65,1
Kato,Webster,17,4,10,72.6,"Leland, NC 28451, 24 South Crescent Ave. ",0.5,1
Vielka,Greer,15,2,12,74.5,"8 Campfire Street , Greer, SC 29650",0.6000000000000001,0
Russell,Mays,16,3,10,78.9,"712 Fieldstone St. , Saint Charles, IL 60174",0.5,1
Maggy,Benton,18,5,16,91.1,"7 Plymouth Street , Saint Joseph, MI 49085",0.8,0
Yvonne,Osborn,15,2,12,81.4,"Wayne, NJ 07470, 342 N. Tunnel Lane ",0.6000000000000001,0
Ashton,Ashley,15,1,8,75.8,"350 Delaware Lane , Allen Park, MI 48101",0.4,1
Preston,Hebert,16,5,13,89.0,"315 Nut Swamp St. , Jamestown, NY 14701",0.65,1
Clio,Perry,17,2,10,85.1,"7209 South Jackson Road , Muncie, IN 47302",0.5,0
Marshall,Sexton,18,1,3,62.6,"Carmel, NY 10512, 15 W. Shirley Lane ",0.15000000000000002,1
Lane,Keith,16,1,8,79.9,"7904 East New Lane , Salisbury, MD 21801",0.4,1
Laura,Buckner,14,1,5,69.2,"Bluffton, SC 29910, 225 Forest Rd. ",0.25,0
Athena,Harvey,19,5,20,100.0,"45 Riverview St. , Haines City, FL 33844",1.0,0
Dorian,Cantu,18,3,8,83.7,"861 Parker Avenue , Glen Burnie, MD 21060",0.4,1
Ginger,Mcfadden,19,1,4,72.2,"55 Glenridge Lane , Montgomery Village, MD 20886",0.2,0
Iona,Davis,19,3,11,80.3,"Lake Villa, IL 60046, 523 Halifax Street ",0.55,0
Arsenio,Frank,14,3,8,81.5,"Green Bay, WI 54302, 776 Walnutwood Ave. ",0.4,1
Evelyn,Crawford,17,4,11,81.2,"333 Armstrong Avenue , Spring Hill, FL 34608",0.55,0
Ainsley,Small,19,5,12,94.4,"Vincentown, NJ 08088, 945 Gonzales Drive ",0.6000000000000001,0
Hamilton,Green,14,1,14,80.2,"9338 Snake Hill St. , Abingdon, MD 21009",0.7000000000000001,1
Chanda,Roth,17,3,11,92.0,"Clover, SC 29710, 167 Thorne Court ",0.55,0
Hayley,Aguirre,19,4,14,85.8,"671 Foster Street , Suffolk, VA 23434",0.7000000000000001,0
Christen,Miles,16,3,6,78.5,"Cumberland, RI 02864, 7331 Hill Field Street ",0.30000000000000004,0
Dawn,Phelps,15,3,8,73.2,"654 N. Joy Ridge Ave. , Grand Rapids, MI 49503",0.4,0
Summer,Parker,15,2,18,99.1,"Stone Mountain, GA 30083, 194 Fairway Dr. ",0.9,0
Melissa,Clay,17,5,13,93.9,"36 Foxrun Court , Pottstown, PA 19464",0.65,0
Claire,Schmidt,19,1,17,85.2,"Ringgold, GA 30736, 86 Young Dr. ",0.8500000000000001,0
Ursula,Pruitt,17,4,10,84.5,"Pottstown, PA 19464, 627 North Thatcher Drive ",0.5,0
Blaze,Chang,18,1,17,92.8,"55 Devon St. , Highland Park, IL 60035",0.8500000000000001,1
Hiram,Warren,15,2,18,86.2,"7566 Philmont Dr. , Chicopee, MA 01020",0.9,1
Keegan,Rasmussen,19,4,3,43.0,"994 Hill Field Ave. , Clermont, FL 34711",0.15000000000000002,1
Wyatt,Pate,19,2,5,72.3,"273 Fairview Avenue , Massillon, OH 44646",0.25,1
Keegan,Flores,18,4,4,66.7,"818 North Hartford Ave. , Perrysburg, OH 43551",0.2,1
Rudyard,Shields,18,3,8,85.7,"Defiance, OH 43512, 7406 Old York Street ",0.4,1
Daphne,Hess,15,5,9,85.1,"982 Temple St. , Manchester, NH 03102",0.45,0
Imogene,Berger,19,4,10,81.3,"57 College Dr. , Mishawaka, IN 46544",0.5,0
Ursula,York,16,2,13,86.7,"Saint Louis, MO 63109, 22 Carriage Road ",0.65,0
Fitzgerald,Barry,15,2,10,69.6,"778 Hudson Ave. , Sidney, OH 45365",0.5,1
Dai,Santiago,19,1,12,85.5,"Prior Lake, MN 55372, 8 W. Green Ave. ",0.6000000000000001,0
Mari,Britt,15,5,8,81.8,"Cedar Falls, IA 50613, 7386 Yukon St. ",0.4,0
Sylvester,Boyd,19,5,6,78.4,"85 South Harrison Rd. , Santa Clara, CA 95050",0.30000000000000004,1
Benjamin,Trujillo,17,1,14,94.2,"7880 Courtland Dr. , Alpharetta, GA 30004",0.7000000000000001,1
Drew,Crosby,17,4,9,88.2,"7757 Canterbury Street , Maryville, TN 37803",0.45,1
Fleur,Pearson,14,3,10,84.8,"9640 Rockville St. , Villa Park, IL 60181",0.5,0
Darius,Lang,17,4,11,85.9,"67 Beech St. , Miami, FL 33125",0.55,1
Cedric,Harrell,18,3,8,72.7,"9712 N. Pheasant Ave. , Villa Rica, GA 30180",0.4,1
Lydia,Benjamin,19,1,14,86.4,"575 Garfield Drive , Uniontown, PA 15401",0.7000000000000001,0
Keelie,Graham,18,5,6,74.5,"Matawan, NJ 07747, 134 Lake View Dr. ",0.30000000000000004,0
Maxwell,Pacheco,15,3,9,85.9,"Zeeland, MI 49464, 521 Glendale Street ",0.45,1
Lysandra,Moore,18,4,15,91.7,"95 Jones Drive , Saint Joseph, MI 49085",0.75,0
Iona,Jones,19,5,6,79.2,"Hopkins, MN 55343, 850 East Cleveland Street ",0.30000000000000004,0
Harriet,Paul,14,3,14,89.5,"33 Briarwood Ave. , Rosemount, MN 55068",0.7000000000000001,0
Gretchen,Cruz,16,3,9,79.4,"Menasha, WI 54952, 9261 Smith Store Street ",0.45,0
Hunter,Tanner,17,4,18,89.9,"8039 Old Somerset Ave. , Reading, MA 01867",0.9,1
Lester,George,16,5,16,100.0,"Stow, OH 44224, 99 W. Vernon Drive ",0.8,1
Upton,Noble,16,4,14,84.4,"553 Sunnyslope Lane , Des Moines, IA 50310",0.7000000000000001,1
Ralph,Douglas,19,3,10,72.2,"Yuba City, CA 95993, 34 West Grove Avenue ",0.5,1
Susan,Hahn,18,3,8,77.7,"9535 Wayne St. , Lombard, IL 60148",0.4,0
Hanna,Mooney,19,2,10,88.8,"Johnston, RI 02919, 4 North Bedford Street ",0.5,0
Xena,Finley,19,1,11,79.2,"Rolla, MO 65401, 84 Baker Lane ",0.55,0
Fulton,Roman,14,5,13,96.4,"Elgin, IL 60120, 7041 Thorne Dr. ",0.65,1
Basil,Gilbert,14,4,10,78.1,"66 Buckingham Dr. , Lake Worth, FL 33460",0.5,1
Cheyenne,Walsh,15,0,10,74.6,"Hallandale, FL 33009, 53 Big Rock Cove Dr. ",0.5,0
Sawyer,Mathis,18,5,10,89.6,"9358 High Point Drive , Emporia, KS 66801",0.5,1
William,Hatfield,16,5,13,89.2,"Daphne, AL 36526, 92 Marvon Road ",0.65,1
Anthony,Blake,14,5,14,96.6,"42 W. Bald Hill Street , Belmont, MA 02478",0.7000000000000001,1
Laurel,Byers,15,2,11,77.3,"812 Jockey Hollow Dr. , Pleasanton, CA 94566",0.55,0
Irene,Vinson,15,3,8,79.4,"366 Prospect Rd. , Baltimore, MD 21206",0.4,0
Thaddeus,Kirby,14,1,15,98.9,"35 Wild Rose Drive , Woodstock, GA 30188",0.75,1
Alfreda,Dillard,19,2,6,72.1,"Powhatan, VA 23139, 478 Country Dr. ",0.30000000000000004,0
Alec,Sheppard,16,4,13,88.3,"7348 Mayfield Ave. , Los Banos, CA 93635",0.65,1
Hoyt,Bradford,19,4,4,75.8,"629 Strawberry Circle , Gibsonia, PA 15044",0.2,1
Dolan,Oneill,15,3,14,95.3,"Richmond, VA 23223, 8625 Newbridge Drive ",0.7000000000000001,1
Blaine,Kirkland,17,5,15,89.6,"Waynesboro, PA 17268, 13 Essex Road ",0.75,0
Caryn,Cherry,15,3,14,80.8,"Biloxi, MS 39532, 636 Lake Forest St. ",0.7000000000000001,0
Tanisha,Contreras,14,5,5,75.1,"812 Tower Street , Mcallen, TX 78501",0.25,0
Burton,Bender,19,5,11,80.3,"34 South Shore Drive , Grove City, OH 43123",0.55,1
Noah,Keith,14,2,9,81.0,"402 Division Avenue , Springfield Gardens, NY 11413",0.45,1
Madaline,Hyde,14,1,14,92.0,"46 Greenrose Street , Augusta, GA 30906",0.7000000000000001,0
Cassidy,Whitley,18,4,20,100.0,"Chatsworth, GA 30705, 633 Arlington Street ",1.0,0
Cathleen,Robles,14,3,12,78.3,"La Vergne, TN 37086, 58 Windsor St. ",0.6000000000000001,0
Desiree,Simon,14,2,11,79.2,"102 West Windsor Dr. , Charlotte, NC 28205",0.55,0
Bruno,Caldwell,16,1,16,99.9,"50 Victoria Dr. , Ashburn, VA 20147",0.8,1
Laurel,Brennan,17,1,7,75.2,"Englishtown, NJ 07726, 476 South Schoolhouse Dr. ",0.35000000000000003,0
Bethany,Mays,17,3,18,93.2,"Anchorage, AK 99504, 94 Beech Dr. ",0.9,0
Cora,Emerson,16,4,17,99.9,"842 Spruce Ave. , Gloucester, MA 01930",0.8500000000000001,0
Giacomo,Harvey,17,3,7,71.2,"651 Coffee St. , Oak Lawn, IL 60453",0.35000000000000003,1
Clare,Fitzpatrick,14,4,19,94.2,"Myrtle Beach, SC 29577, 78 Cottage Avenue ",0.9500000000000001,0
Steven,Frank,18,2,10,85.7,"9867 River St. , Oak Creek, WI 53154",0.5,1
Brianna,Martinez,18,2,15,86.8,"737 Wayne Lane , West Palm Beach, FL 33404",0.75,0
Frances,Frost,17,1,16,83.0,"Saint Joseph, MI 49085, 9385 W. Catherine Street ",0.8,0
Amela,Kennedy,17,4,10,72.1,"Yonkers, NY 10701, 8839 Brandywine Street ",0.5,0
Libby,Pickett,17,2,13,84.1,"895 W. Ocean Street , Laurel, MD 20707",0.65,0
Uma,Pugh,16,1,5,67.3,"Macungie, PA 18062, 8674 Glenridge Dr. ",0.25,0
Jacob,Lindsey,16,4,11,88.1,"482 South Fawn Road , Williamstown, NJ 08094",0.55,1
Nyssa,Rhodes,17,4,5,64.9,"12 East Circle Ave. , Aiken, SC 29803",0.25,0
Tate,Moreno,16,1,16,87.6,"508 Cypress Court , Edison, NJ 08817",0.8,1
Laura,Jacobs,18,5,5,67.6,"Paducah, KY 42001, 696 Grove Dr. ",0.25,0
Kareem,Walters,16,2,14,83.1,"751 SW. Myers Drive , Dearborn, MI 48124",0.7000000000000001,1
Dexter,Horn,16,2,10,88.8,"290 Poor House Drive , Scotch Plains, NJ 07076",0.5,1
Kibo,Howard,19,2,15,83.2,"7899 W. Chestnut Ave. , Framingham, MA 01701",0.75,1
Madaline,Mcmillan,14,4,8,82.5,"744 Beacon Drive , Stratford, CT 06614",0.4,0
May,Duran,19,1,18,100.0,"Waukegan, IL 60085, 612 E. Mayfair Street ",0.9,0
Shad,Avila,19,2,18,86.5,"8709 S. Canterbury Ave. , Saint Cloud, MN 56301",0.9,1
Rana,Luna,18,1,12,91.8,"408 Snake Hill Dr. , Ottawa, IL 61350",0.6000000000000001,0
Tobias,Delaney,17,3,10,76.2,"904 Ryan Avenue , Olive Branch, MS 38654",0.5,1
Erica,Barker,16,3,11,83.0,"56 Franklin Drive , Acworth, GA 30101",0.55,0
Bruce,Noel,17,1,11,89.7,"662 Miller Avenue , Tuscaloosa, AL 35405",0.55,1
Bo,Greene,18,2,4,75.3,"North Wales, PA 19454, 552 North Atlantic Lane ",0.2,0
Lucius,Vang,15,3,10,80.6,"Richardson, TX 75080, 10 South San Carlos St. ",0.5,1
Lee,Gallagher,19,1,16,98.3,"Bluffton, SC 29910, 246 Pawnee Ave. ",0.8,0
Matthew,Greer,17,4,10,88.2,"67 Cross St. , Buford, GA 30518",0.5,1
Mari,Holt,16,2,11,76.1,"664 SW. Cemetery Lane , Bethel Park, PA 15102",0.55,0
Plato,Holcomb,16,1,7,76.1,"912 Clinton Street , Naples, FL 34116",0.35000000000000003,1
Constance,Morrow,19,2,17,100.0,"761 Wagon St. , Springboro, OH 45066",0.8500000000000001,0
Castor,Bryant,14,3,14,91.1,"Chambersburg, PA 17201, 2 North Foxrun St. ",0.7000000000000001,1
Solomon,Hayden,16,1,13,83.3,"522 Sunbeam Street , Torrington, CT 06790",0.65,1
Calvin,Chapman,15,2,8,67.6,"8955 Carriage Dr. , Spartanburg, SC 29301",0.4,1
Linda,Arnold,16,5,8,82.0,"Summerville, SC 29483, 9 East Gonzales St. ",0.4,0
May,Sandoval,16,4,7,79.5,"9747 E. Baker St. , New Albany, IN 47150",0.35000000000000003,0
Tobias,Erickson,14,5,3,73.8,"395 Sunnyslope Lane , Elkridge, MD 21075",0.15000000000000002,1
Dexter,Stark,18,2,14,88.3,"54 Parker Drive , New Orleans, LA 70115",0.7000000000000001,1
Amos,Reed,17,1,13,95.0,"859 Glenlake Drive , Meadville, PA 16335",0.65,1
Nichole,Knox,16,3,14,84.3,"Daphne, AL 36526, 16 Cherry Hill St. ",0.7000000000000001,0
Amber,Morton,18,2,11,77.8,"Elmhurst, NY 11373, 712 Woodsman Street ",0.55,0
Bruno,Noel,16,2,13,89.8,"744 Windfall Avenue , Adrian, MI 49221",0.65,1
Isaiah,Harrington,17,1,4,58.9,"Southampton, PA 18966, 717 W. Longbranch St. ",0.2,1
Samuel,Spence,17,2,13,86.5,"Brookline, MA 02446, 9 Manhattan Ave. ",0.65,1
Dominic,Martin,17,1,20,92.9,"57 E. Tunnel Ave. , Vicksburg, MS 39180",1.0,1
Clark,Baker,16,5,18,100.0,"475 N. Honey Creek Street , Columbia, MD 21044",0.9,1
Destiny,Guerra,17,5,16,100.0,"65 Sierra St. , Trenton, NJ 08610",0.8,0
Giacomo,Conley,17,3,18,92.1,"89 Marsh St. , New Brunswick, NJ 08901",0.9,1
Hamish,Cherry,17,5,13,86.0,"59 Edgefield St. , Roslindale, MA 02131",0.65,1
Leigh,Short,18,5,11,80.1,"32 Ryan Street , Sandusky, OH 44870",0.55,0
Kylan,Burgess,18,5,4,74.0,"7359 Woodsman Street , Erlanger, KY 41018",0.2,0
Malcolm,White,16,2,5,62.6,"8927 Cobblestone Rd. , Cambridge, MA 02138",0.25,1
